,ts,index_eth,index_usd
293,2021-06-13 05:00:00,458.4542444712,574.9913882082
294,2021-06-13 06:00:00,458.4542444712,574.9913882082
295,2021-06-13 07:00:00,458.4542444712,574.9913882082
296,2021-06-13 08:00:00,458.4542444712,574.9913882082
297,2021-06-13 09:00:00,458.4542444712,574.9913882082
298,2021-06-13 10:00:00,458.4542444712,574.9913882082
299,2021-06-13 11:00:00,458.4542444712,574.9913882082
300,2021-06-13 12:00:00,458.4542444712,574.9913882082
301,2021-06-13 13:00:00,458.4542444712,574.9913882082
302,2021-06-13 14:00:00,458.4542444712,574.9913882082
303,2021-06-13 15:00:00,458.4542444712,574.9913882082
304,2021-06-13 16:00:00,458.4542444712,574.9913882082
305,2021-06-13 17:00:00,458.4542444712,574.9913882082
306,2021-06-13 18:00:00,458.4542444712,574.9913882082
307,2021-06-13 19:00:00,459.0271149658,575.7098799949
308,2021-06-13 20:00:00,459.0271149658,575.7098799949
309,2021-06-13 21:00:00,459.0271149658,575.7098799949
310,2021-06-13 22:00:00,459.0271149658,575.7098799949
311,2021-06-13 23:00:00,459.0271149658,575.7098799949
312,2021-06-14 00:00:00,459.0271149658,582.4804178713
313,2021-06-14 01:00:00,459.0271149658,582.4804178713
314,2021-06-14 02:00:00,459.0271149658,582.4804178713
315,2021-06-14 03:00:00,459.0271149658,582.4804178713
316,2021-06-14 04:00:00,459.0271149658,582.4804178713
317,2021-06-14 05:00:00,459.0271149658,582.4804178713
318,2021-06-14 06:00:00,459.0271149658,582.4804178713
319,2021-06-14 07:00:00,459.0271149658,582.4804178713
320,2021-06-14 08:00:00,459.0271149658,582.4804178713
321,2021-06-14 09:00:00,459.0271149658,582.4804178713
322,2021-06-14 10:00:00,459.0271149658,582.4804178713
323,2021-06-14 11:00:00,459.0271149658,582.4804178713
324,2021-06-14 12:00:00,459.0271149658,582.4804178713
325,2021-06-14 13:00:00,459.0271149658,582.4804178713
326,2021-06-14 14:00:00,459.0271149658,582.4804178713
327,2021-06-14 15:00:00,459.0271149658,582.4804178713
328,2021-06-14 16:00:00,459.0271149658,582.4804178713
329,2021-06-14 17:00:00,459.0271149658,582.4804178713
330,2021-06-14 18:00:00,459.0271149658,582.4804178713
331,2021-06-14 19:00:00,459.0271149658,582.4804178713
332,2021-06-14 20:00:00,459.0271149658,582.4804178713
333,2021-06-14 21:00:00,459.0271149658,582.4804178713
334,2021-06-14 22:00:00,461.3188294682,585.3884788266
335,2021-06-14 23:00:00,461.3188294682,585.3884788266
336,2021-06-15 00:00:00,461.3188294682,602.2371466603
337,2021-06-15 01:00:00,461.3188294682,602.2371466603
338,2021-06-15 02:00:00,461.3188294682,602.2371466603
339,2021-06-15 03:00:00,461.3188294682,602.2371466603
340,2021-06-15 04:00:00,461.3188294682,602.2371466603
341,2021-06-15 05:00:00,461.3188294682,602.2371466603
342,2021-06-15 06:00:00,461.3188294682,602.2371466603
343,2021-06-15 07:00:00,461.3188294682,602.2371466603
344,2021-06-15 08:00:00,461.3188294682,602.2371466603
345,2021-06-15 09:00:00,461.3188294682,602.2371466603
346,2021-06-15 10:00:00,461.3188294682,602.2371466603
347,2021-06-15 11:00:00,461.3188294682,602.2371466603
348,2021-06-15 12:00:00,461.3188294682,602.2371466603
349,2021-06-15 13:00:00,461.3188294682,602.2371466603
350,2021-06-15 14:00:00,461.3188294682,602.2371466603
351,2021-06-15 15:00:00,461.3188294682,602.2371466603
352,2021-06-15 16:00:00,462.4438120428,603.7057758493
353,2021-06-15 17:00:00,462.4438120428,603.7057758493
354,2021-06-15 18:00:00,462.4438120428,603.7057758493
355,2021-06-15 19:00:00,462.4438120428,603.7057758493
356,2021-06-15 20:00:00,470.4198134984,614.1181935653
357,2021-06-15 21:00:00,470.4198134984,614.1181935653
358,2021-06-15 22:00:00,470.4198134984,614.1181935653
359,2021-06-15 23:00:00,468.46484378,611.5660424096
360,2021-06-16 00:00:00,468.46484378,554.5835731693
361,2021-06-16 01:00:00,468.46484378,554.5835731693
362,2021-06-16 02:00:00,470.7565582824,557.2965776459
363,2021-06-16 03:00:00,470.7565582824,557.2965776459
364,2021-06-16 04:00:00,470.7565582824,557.2965776459
365,2021-06-16 05:00:00,470.7565582824,557.2965776459
366,2021-06-16 06:00:00,470.7565582824,557.2965776459
367,2021-06-16 07:00:00,470.7565582824,557.2965776459
368,2021-06-16 08:00:00,470.7565582824,557.2965776459
369,2021-06-16 09:00:00,470.7565582824,557.2965776459
370,2021-06-16 10:00:00,469.6107010312,555.9400754076
371,2021-06-16 11:00:00,469.6107010312,555.9400754076
372,2021-06-16 12:00:00,469.6107010312,555.9400754076
373,2021-06-16 13:00:00,469.6107010312,555.9400754076
374,2021-06-16 14:00:00,469.6107010312,555.9400754076
375,2021-06-16 15:00:00,470.7565582824,557.2965776459
376,2021-06-16 16:00:00,470.7565582824,557.2965776459
377,2021-06-16 17:00:00,470.7565582824,557.2965776459
378,2021-06-16 18:00:00,470.7565582824,557.2965776459
379,2021-06-16 19:00:00,470.7565582824,557.2965776459
380,2021-06-16 20:00:00,470.7565582824,557.2965776459
381,2021-06-16 21:00:00,470.7565582824,557.2965776459
382,2021-06-16 22:00:00,470.7565582824,557.2965776459
383,2021-06-16 23:00:00,471.8909569612,558.6395148444
384,2021-06-17 00:00:00,471.8909569612,559.6631357389
385,2021-06-17 01:00:00,471.8909569612,559.6631357389
386,2021-06-17 02:00:00,471.8909569612,559.6631357389
387,2021-06-17 03:00:00,471.8909569612,559.6631357389
388,2021-06-17 04:00:00,471.8909569612,559.6631357389
389,2021-06-17 05:00:00,471.8909569612,559.6631357389
390,2021-06-17 06:00:00,471.8909569612,559.6631357389
391,2021-06-17 07:00:00,471.8909569612,559.6631357389
392,2021-06-17 08:00:00,471.8909569612,559.6631357389
393,2021-06-17 09:00:00,471.8909569612,559.6631357389
394,2021-06-17 10:00:00,471.8909569612,559.6631357389
395,2021-06-17 11:00:00,471.8909569612,559.6631357389
396,2021-06-17 12:00:00,471.8909569612,559.6631357389
397,2021-06-17 13:00:00,471.8909569612,559.6631357389
398,2021-06-17 14:00:00,471.8909569612,559.6631357389
399,2021-06-17 15:00:00,474.390918238,562.6280922505
400,2021-06-17 16:00:00,486.8907246221,577.4528748083
401,2021-06-17 17:00:00,486.8907246221,577.4528748083
402,2021-06-17 18:00:00,486.8907246221,577.4528748083
403,2021-06-17 19:00:00,486.8907246221,577.4528748083
404,2021-06-17 20:00:00,486.8907246221,577.4528748083
405,2021-06-17 21:00:00,490.3397549483,581.5434281973
406,2021-06-17 22:00:00,490.3397549483,581.5434281973
407,2021-06-17 23:00:00,489.2147723738,580.209197739
408,2021-06-18 00:00:00,489.2147723738,545.8984135113
409,2021-06-18 01:00:00,489.2147723738,545.8984135113
410,2021-06-18 02:00:00,489.2147723738,545.8984135113
411,2021-06-18 03:00:00,489.2147723738,545.8984135113
412,2021-06-18 04:00:00,489.2147723738,545.8984135113
413,2021-06-18 05:00:00,489.2147723738,545.8984135113
414,2021-06-18 06:00:00,489.2147723738,545.8984135113
415,2021-06-18 07:00:00,489.2147723738,545.8984135113
416,2021-06-18 08:00:00,489.2147723738,545.8984135113
417,2021-06-18 09:00:00,489.2147723738,545.8984135113
418,2021-06-18 10:00:00,489.2147723738,545.8984135113
419,2021-06-18 11:00:00,489.2147723738,545.8984135113
420,2021-06-18 12:00:00,489.2147723738,545.8984135113
421,2021-06-18 13:00:00,489.2147723738,545.8984135113
422,2021-06-18 14:00:00,489.2147723738,545.8984135113
423,2021-06-18 15:00:00,489.2147723738,545.8984135113
424,2021-06-18 16:00:00,490.3397549483,547.1537439417
425,2021-06-18 17:00:00,490.3397549483,547.1537439417
426,2021-06-18 18:00:00,490.3397549483,547.1537439417
427,2021-06-18 19:00:00,490.3397549483,547.1537439417
428,2021-06-18 20:00:00,497.0773955856,554.6720519238
429,2021-06-18 21:00:00,497.0773955856,554.6720519238
430,2021-06-18 22:00:00,497.0773955856,554.6720519238
431,2021-06-18 23:00:00,487.7025407975,544.2109648366
432,2021-06-19 00:00:00,487.7025407975,531.2297544102
433,2021-06-19 01:00:00,487.7025407975,531.2297544102
434,2021-06-19 02:00:00,486.6941864164,530.1314048606
435,2021-06-19 03:00:00,486.6941864164,530.1314048606
436,2021-06-19 04:00:00,486.6941864164,530.1314048606
437,2021-06-19 05:00:00,487.7025407975,531.2297544102
438,2021-06-19 06:00:00,487.7025407975,531.2297544102
439,2021-06-19 07:00:00,487.7025407975,531.2297544102
440,2021-06-19 08:00:00,487.7025407975,531.2297544102
441,2021-06-19 09:00:00,487.7025407975,531.2297544102
442,2021-06-19 10:00:00,487.267115042,530.7554670692
443,2021-06-19 11:00:00,495.3919891917,539.6054822986
444,2021-06-19 12:00:00,495.3919891917,539.6054822986
445,2021-06-19 13:00:00,495.3919891917,539.6054822986
446,2021-06-19 14:00:00,495.3919891917,539.6054822986
447,2021-06-19 15:00:00,495.3919891917,539.6054822986
448,2021-06-19 16:00:00,495.3919891917,539.6054822986
449,2021-06-19 17:00:00,495.3919891917,539.6054822986
450,2021-06-19 18:00:00,495.3919891917,539.6054822986
451,2021-06-19 19:00:00,494.8190605661,538.9814200901
452,2021-06-19 20:00:00,494.8190605661,538.9814200901
453,2021-06-19 21:00:00,491.3814888124,535.2370467139
454,2021-06-19 22:00:00,491.3814888124,535.2370467139
455,2021-06-19 23:00:00,495.3919891917,539.6054822986
456,2021-06-20 00:00:00,495.3919891917,556.4154894811
457,2021-06-20 01:00:00,493.6732033149,554.4849796964
458,2021-06-20 02:00:00,493.6732033149,554.4849796964
459,2021-06-20 03:00:00,493.6732033149,554.4849796964
460,2021-06-20 04:00:00,493.6732033149,554.4849796964
461,2021-06-20 05:00:00,493.6732033149,554.4849796964
462,2021-06-20 06:00:00,494.5731893745,555.4958281013
463,2021-06-20 07:00:00,494.5731893745,555.4958281013
464,2021-06-20 08:00:00,494.5731893745,555.4958281013
465,2021-06-20 09:00:00,494.5731893745,555.4958281013
466,2021-06-20 10:00:00,494.5731893745,555.4958281013
467,2021-06-20 11:00:00,494.5731893745,555.4958281013
468,2021-06-20 12:00:00,494.5731893745,555.4958281013
469,2021-06-20 13:00:00,494.5731893745,555.4958281013
