,Date,Price
0,2023-02-27,3.126468593656884
1,2023-02-28,3.155790692782861
2,2023-03-01,3.1670238281834098
3,2023-03-02,3.198426770131896
4,2023-03-03,3.2056186125643897
5,2023-03-04,3.1833166768942944
6,2023-03-05,3.1368693148130546
7,2023-03-06,3.1660212026583747
8,2023-03-07,3.124121917185108
9,2023-03-08,3.2460081734547375
10,2023-03-09,3.290731523990096
11,2023-03-10,3.1857224910141784
12,2023-03-11,3.125787231062683
13,2023-03-12,3.168533766293778
14,2023-03-13,3.1645965403701384
15,2023-03-14,3.1257410176493146
16,2023-03-15,3.114689616998004
17,2023-03-16,3.0594697303062794
18,2023-03-17,3.0858932502977754
19,2023-03-18,3.0051851775757465
20,2023-03-19,3.0487209401582582
21,2023-03-20,3.0624526543724704
22,2023-03-21,2.9499656439382704
23,2023-03-22,2.957327220410279
24,2023-03-23,2.8879953971426326
25,2023-03-24,2.8549669241726416
26,2023-03-25,2.8471286710831705
27,2023-03-26,2.846598045975319
28,2023-03-27,2.906471437250997
29,2023-03-28,2.9346379702017127
30,2023-03-29,2.884647345148025
31,2023-03-30,2.952245849633393
32,2023-03-31,2.9253513513513525
33,2023-04-01,2.80995664921399
34,2023-04-02,2.817128788040356
35,2023-04-03,2.7573850656814636
36,2023-04-04,2.7399926871961666
37,2023-04-05,2.665230952333333
38,2023-04-06,2.6975227272727293
39,2023-04-07,2.631043409201846
40,2023-04-08,2.7833875000000003
41,2023-04-09,2.6743097424384787
42,2023-04-10,2.60327545961778
43,2023-04-11,2.622000729323305
44,2023-04-12,2.5890790266766928
45,2023-04-13,2.5801296147106716
46,2023-04-14,2.469786891072611
47,2023-04-15,2.337238877655857
48,2023-04-16,2.530274899263625
49,2023-04-17,2.36478467520658
50,2023-04-18,2.272129743915778
51,2023-04-19,2.2761644183492855
52,2023-04-20,2.241068846297287
53,2023-04-21,2.061604083093971
54,2023-04-22,2.1606173173770427
55,2023-04-23,2.171834383526481
56,2023-04-24,2.082268892375735
57,2023-04-25,2.1045789958258636
58,2023-04-26,2.0417489279212733
59,2023-04-27,2.029285113694201
60,2023-04-28,2.0716772092767206
61,2023-04-29,2.1931728840956293
62,2023-04-30,2.2110987524472265
63,2023-05-01,2.229778428266296
64,2023-05-02,2.2928853448883775
65,2023-05-03,2.285528543776238
66,2023-05-04,2.337604640101386
67,2023-05-05,2.3254337390717494
68,2023-05-06,2.2201925692351416
69,2023-05-07,2.2234350000000003
70,2023-05-08,2.175976006786377
71,2023-05-09,2.1005463638913717
72,2023-05-10,2.0384064759175042
73,2023-05-11,2.1336150384236423
74,2023-05-12,1.9214341484343225
75,2023-05-13,1.885993929632545
76,2023-05-14,1.9248390643277218
77,2023-05-15,1.9842192149046325
78,2023-05-16,1.9405976098245108
79,2023-05-17,1.94656654906564
80,2023-05-18,1.9033608373154465
81,2023-05-19,1.9833685352154322
82,2023-05-20,1.9427254671376264
83,2023-05-21,1.959607406296296
84,2023-05-22,1.9640883636405664
85,2023-05-23,1.9813213604962507
86,2023-05-24,2.080826555165517
87,2023-05-25,1.9904573887094608
88,2023-05-26,2.033128039370876
89,2023-05-27,2.0089886086682394
90,2023-05-28,2.011333333333333
91,2023-05-29,1.9733268356221367
92,2023-05-30,2.0032953763277024
93,2023-05-31,1.948352286017996
94,2023-06-01,1.960233663777842
95,2023-06-02,2.003417490722316
96,2023-06-03,1.9913658685371969
97,2023-06-04,1.954093917196444
98,2023-06-05,2.0119162497502496
99,2023-06-06,1.946971161940901
100,2023-06-07,1.91299996942
101,2023-06-08,1.9329666666666667
102,2023-06-09,1.9300000000000004
103,2023-06-10,1.9059796802462359
104,2023-06-11,1.8710060591155577
105,2023-06-12,1.8896583333499999
106,2023-06-13,1.7957311485067668
107,2023-06-14,1.7725652591257286
108,2023-06-15,1.756284
109,2023-06-16,1.76176
110,2023-06-17,1.7422443630901998
111,2023-06-18,1.6942272858054908
112,2023-06-19,1.6819739833066183
113,2023-06-20,1.70367225544574
114,2023-06-21,1.6547773615818209
115,2023-06-22,1.5962509674775163
116,2023-06-23,1.5136365691903937
117,2023-06-24,1.4987149999950002
118,2023-06-25,1.514437757624513
119,2023-06-26,1.4591209610301945
120,2023-06-27,1.4034548602303052
121,2023-06-28,1.3467954925352619
122,2023-06-29,1.2680388728800014
123,2023-06-30,1.2408119875981494
124,2023-07-01,1.1450033534588926
125,2023-07-02,1.067195304611524
126,2023-07-03,1.071628361456866
127,2023-07-04,1.2659215805469104
128,2023-07-05,1.3169010368081597
129,2023-07-06,1.228555817297459
130,2023-07-07,1.2159454712631426
131,2023-07-08,1.2705425971391295
132,2023-07-09,1.3940174423120988
133,2023-07-10,1.394464577117418
134,2023-07-11,1.4709500024379545
135,2023-07-12,1.405873319487984
136,2023-07-13,1.3191410121567635
137,2023-07-14,1.2598416029863122
138,2023-07-15,1.2464777666666669
139,2023-07-16,1.2733464666666665
140,2023-07-17,1.217121803360679
141,2023-07-18,1.1958879201854384
142,2023-07-19,1.1821400217267992
143,2023-07-20,1.186829034066836
144,2023-07-21,1.1641672350307104
145,2023-07-22,1.1422239223109498
146,2023-07-23,1.1176665999999997
147,2023-07-24,1.107438699290625
148,2023-07-25,1.14494
149,2023-07-26,1.122830461302823
150,2023-07-27,1.1068638941647562
151,2023-07-28,1.1797976155372762
152,2023-07-29,1.1217206404728726
153,2023-07-30,1.1132365372093023
154,2023-07-31,1.086077777777778
155,2023-08-01,1.0757787121951592
156,2023-08-02,1.0996207902280692
157,2023-08-03,1.114172753879039
158,2023-08-04,1.1551714945020013
